=== ICICI PAGE STRUCTURE ===
Title: FD Interest Rates - Check Latest Fixed Deposit Rates | ICICI Bank

=== BUTTONS AND LINKS ===
Btn 406: tag=BUTTON, id=dropdown-modal, class=dropdown__btn chvron-down-blue, text=ICICI Bank Country Websites
Btn 407: tag=BUTTON, id=None, class=modal-close, text=close
Btn 408: tag=A, id=None, class=None, text=India
Btn 409: tag=A, id=None, class=None, text=Gift City India
Btn 410: tag=A, id=None, class=None, text=Bahrain
Btn 411: tag=A, id=None, class=None, text=Canada
Btn 412: tag=A, id=None, class=None, text=China
Btn 413: tag=A, id=None, class=None, text=Germany
Btn 414: tag=A, id=None, class=None, text=Hong Kong
Btn 415: tag=A, id=None, class=None, text=Singapore
Btn 416: tag=A, id=None, class=None, text=UK
Btn 417: tag=A, id=None, class=None, text=USA
Btn 418: tag=A, id=None, class=None, text=DIFC-UAE
Btn 419: tag=A, id=None, class=None, text=Europe
Btn 420: tag=BUTTON, id=None, class=button-btn button-btn-primary button-btn-medium scroll-top, text=SCROLL TO TOP
Btn 421: tag=A, id=None, class=footer-heading down-arrow, text=CONTACT US
Btn 422: tag=A, id=None, class=None, text=1800 1080
Btn 423: tag=A, id=None, class=footer-heading down-arrow, text=LOCATE US
Btn 424: tag=BUTTON, id=footer-acc-1, class=w-100 chvron-down hide-desk-tab-xl, text=Customer Service
Btn 425: tag=A, id=None, class=None, text=Contact Us
Btn 426: tag=A, id=None, class=None, text=Customer Care
Btn 427: tag=A, id=None, class=None, text=Report unauthorized transaction
Btn 428: tag=A, id=None, class=None, text=Form Center
Btn 429: tag=A, id=None, class=None, text=Raise a service request
Btn 430: tag=A, id=None, class=None, text=Report suspicious activities
Btn 431: tag=A, id=None, class=None, text=Lodge a complaint
Btn 432: tag=A, id=None, class=None, text=Complaint form (PDF, 239 KB)
Btn 433: tag=A, id=None, class=None, text=Central Know Your Customer (CKYC)
Btn 434: tag=A, id=None, class=None, text=Account aggregator framework
Btn 435: tag=A, id=None, class=None, text=List of unclaimed accounts
Btn 436: tag=A, id=None, class=None, text=Inoperative or dormant accounts (PDF, 107 KB)
Btn 437: tag=A, id=None, class=None, text=Customer compliments
Btn 438: tag=BUTTON, id=footer-acc-2, class=w-100 chvron-down hide-desk-tab-xl, text=ICICI Group Websites
Btn 439: tag=A, id=None, class=None, text=ICICI Foundation
Btn 440: tag=A, id=None, class=None, text=ICICI Lombard General Insurance
Btn 441: tag=A, id=None, class=None, text=ICICI Prudential Life Insurance
Btn 442: tag=A, id=None, class=None, text=ICICI Prudential AMC
Btn 443: tag=A, id=None, class=None, text=ICICI Venture
Btn 444: tag=A, id=None, class=None, text=ICICI Direct
Btn 445: tag=A, id=None, class=None, text=ICICI Securities Primary Dealership Ltd
Btn 446: tag=A, id=None, class=None, text=ICICI Home Finance
Btn 447: tag=A, id=None, class=None, text=ICICI Investment Management Company Limited
Btn 448: tag=BUTTON, id=footer-acc-3, class=w-100 chvron-down hide-desk-tab-xl, text=Regulatory Information
Btn 449: tag=A, id=None, class=None, text=Safe Banking
Btn 450: tag=A, id=None, class=None, text=Reserve Bank of India (RBI) Awareness Campaign
Btn 451: tag=A, id=None, class=None, text=RBI: Beware of Fictitious Offers
Btn 452: tag=A, id=None, class=None, text=RBI Kehta Hai
Btn 453: tag=A, id=None, class=None, text=Regulatory disclosure section (PDF, 174 KB)
Btn 454: tag=A, id=None, class=None, text=Customer Literature on Non-Performing Assets (NPAs) and Special Mention Accounts (SMAs)
Btn 455: tag=A, id=None, class=None, text=Regulatory disclosure section 2024
Btn 456: tag=A, id=None, class=None, text=RBI-UDGAM Portal (Unclaimed Deposits Gateway to Access Information)
Btn 457: tag=A, id=None, class=None, text=List of SEBI Registrations
Btn 458: tag=BUTTON, id=footer-acc-4, class=w-100 chvron-down hide-desk-tab-xl, text=Explore
Btn 459: tag=A, id=None, class=None, text=Interest rates
Btn 460: tag=A, id=None, class=None, text=Service charges and fee
Btn 461: tag=A, id=None, class=None, text=Forex rates
Btn 462: tag=A, id=None, class=None, text=Terms and conditions
Btn 463: tag=A, id=None, class=None, text=Frequently asked questions (FAQs)
Btn 464: tag=A, id=None, class=None, text=Important information related to digital lending
Btn 465: tag=A, id=None, class=None, text=Account activation process
Btn 466: tag=BUTTON, id=footer-acc-5, class=w-100 chvron-down hide-desk-tab-xl, text=Other
Btn 467: tag=A, id=None, class=None, text=Career opportunities
Btn 468: tag=A, id=None, class=None, text=Do not call registry
Btn 469: tag=A, id=None, class=None, text=Customer service policies
Btn 470: tag=A, id=None, class=None, text=Business conduct and ethics (PDF, 543 KB)
Btn 471: tag=A, id=None, class=None, text=Use of unparliamentary language by customers
Btn 472: tag=A, id=None, class=None, text=Fair practice code for lenders (PDF, 260 KB)
Btn 473: tag=A, id=None, class=None, text=Multilingual disclaimer
Btn 474: tag=A, id=None, class=None, text=Sitemap
Btn 475: tag=A, id=None, class=None, text=Offers
Btn 476: tag=A, id=None, class=None, text=Nearby offers
Btn 477: tag=A, id=None, class=None, text=Update KYC
Btn 478: tag=A, id=None, class=None, text=Co-lending arrangements (PDF, 84.2 KB)
Btn 479: tag=A, id=None, class=w-100 hide-mobile-tab-xs footer-heading down-arrow , text=Ways to Bank
Btn 480: tag=BUTTON, id=footer-acc-6, class=w-100 chvron-down hide-desk-tab-xl, text=Ways to Bank
Btn 481: tag=A, id=None, class=None, text=Digital Banking
Btn 482: tag=A, id=None, class=None, text=Mobile Banking
Btn 483: tag=A, id=None, class=None, text=Net Banking
Btn 484: tag=A, id=None, class=None, text=ICICI Bank's iMobile app
Btn 485: tag=A, id=None, class=None, text=WhatsApp Banking
Btn 486: tag=A, id=None, class=None, text=Pockets by ICICI Bank
Btn 487: tag=A, id=None, class=None, text=ATMs and branches
Btn 488: tag=A, id=None, class=None, text=Insta Banking
Btn 489: tag=A, id=None, class=w-100 hide-mobile-tab-xs footer-heading down-arrow , text=Investor Center
Btn 490: tag=BUTTON, id=footer-acc-7, class=w-100 chvron-down hide-desk-tab-xl, text=Investor Center
Btn 491: tag=A, id=None, class=None, text=Annual reports
Btn 492: tag=A, id=None, class=None, text=Investor presentation
Btn 493: tag=A, id=None, class=None, text=Quarterly results
Btn 494: tag=A, id=None, class=None, text=Notice
Btn 495: tag=A, id=None, class=None, text=Investor contact
Btn 496: tag=A, id=None, class=w-100 hide-mobile-tab-xs footer-heading down-arrow , text=About Us
Btn 497: tag=BUTTON, id=footer-acc-8, class=w-100 chvron-down hide-desk-tab-xl, text=About Us
Btn 498: tag=A, id=None, class=None, text=Board of Directors
Btn 499: tag=A, id=None, class=None, text=Awards and Recognition
Btn 500: tag=A, id=None, class=None, text=Environment, Social and Governance
Btn 501: tag=A, id=None, class=None, text=Notices
Btn 502: tag=A, id=None, class=w-100 hide-mobile-tab-xs footer-heading down-arrow , text=Calculators
Btn 503: tag=BUTTON, id=footer-acc-9, class=w-100 chvron-down hide-desk-tab-xl, text=Calculators
Btn 504: tag=A, id=None, class=None, text=Fixed Deposit Calculator
Btn 505: tag=A, id=None, class=None, text=Personal Loan Equated Monthly Instalment (EMI) calculator
Btn 506: tag=A, id=None, class=None, text=Home Loan EMI Calculator
Btn 507: tag=A, id=None, class=None, text=Car Loan EMI calculator
Btn 508: tag=A, id=None, class=None, text=Mutual fund calculator
Btn 509: tag=A, id=None, class=None, text=Systematic Investment Plan (SIP) calculator
Btn 510: tag=A, id=None, class=None, text=Education Loan EMI calculator
Btn 511: tag=A, id=None, class=None, text=Retirement calculator
Btn 512: tag=A, id=None, class=None, text=Two - Wheeler Loan EMI Calculator
Btn 513: tag=A, id=None, class=None, text=NPS calculator
Btn 514: tag=A, id=None, class=None, text=PPF calculator
Btn 515: tag=A, id=None, class=None, text=Gold Loan Calculator
Btn 516: tag=BUTTON, id=None, class=chvron-down-orange, text=VIEW OTHER LINKS
Btn 517: tag=A, id=None, class=None, text=iOS link to download ICICI Bank's iMobile app
Btn 518: tag=A, id=None, class=None, text=android link to download ICICI Bank's iMobile app
Btn 519: tag=A, id=None, class=None, text=ICICI Bank Facebook Page
Btn 520: tag=A, id=None, class=None, text=ICICI Bank LinkedIn Page
Btn 521: tag=A, id=None, class=None, text=ICICI Bank X Page
Btn 522: tag=A, id=None, class=None, text=ICICI Bank Instagram Page
Btn 523: tag=A, id=None, class=None, text=ICICI Bank Youtube channel
Btn 524: tag=A, id=None, class=None, text=Sitemap
Btn 525: tag=A, id=None, class=None, text=Terms and conditions
Btn 526: tag=A, id=None, class=None, text=Disclaimer
Btn 527: tag=A, id=None, class=None, text=Privacy Policy
Btn 528: tag=A, id=None, class=None, text=Code of Commitment
Btn 529: tag=BUTTON, id=None, class=close-icon modal-close, text=close disclaimer modal
Btn 530: tag=BUTTON, id=None, class=button-cta button-cta--large button-cta--primary btn-stay modal-close, text=STAY ON THIS SITE
Btn 531: tag=A, id=None, class=button-btn button-btn-primary button-btn-xl btn-proceed, text=PROCEED

=== TABLES ===
Found 2 tables.

Table 1:
  Row count: 4
    Row 1: ['Tenure', 'General Citizen', 'Senior Citizen']
    Row 2: ['', 'Less than 3Cr', '3Cr to less than 5Cr', 'Less than 3Cr', '3Cr to less than 5Cr']
    Row 3: ['3 Years 1 Day to 5 Years', '6.5%', '6.5%', '7.1%', '7.1%']
    Row 4: ['5 Years 1 Day to 10 Years', '6.5%', '6.5%', '7%', '7%']

Table 2:
  Row count: 4
    Row 1: ['Tenure of deposit', 'Less than Rs. 25 Cr', 'Rs. 25 Cr and above']
    Row 2: ['Less than 1 year', '0.50%', '0.50%']
    Row 3: ['1 year and above but < 5 years', '1.00%', '1.00%']
    Row 4: ['5 years and above', '1.00%', '1.50%']
